310966,Woolworths Fresh Granny Smith Apples Punnet 1kg,$4.90,$4.90 / 1KG,/shop/productdetails/310966/woolworths-fresh-granny-smith-apples-punnet
134801,Buk Choy Asian Greens Each,$2.50,$2.50 / 1EA,/shop/productdetails/134801/buk-choy-asian-greens
144793,Parsnip Fresh Each,$1.68,$1.68 / 1EA,/shop/productdetails/144793/parsnip-fresh
144785,Woolworths Fresh Continental Parsley Bunch,$3.20,$3.20 / 1EA,/shop/productdetails/144785/woolworths-fresh-continental-parsley-fresh-herb
54899,Woolworths Family Coleslaw 500g,$4.50,$9.00 / 1KG,/shop/productdetails/54899/woolworths-family-coleslaw
921080,Just Veg. Carrot Sticks 300g,N/A,N/A,/shop/productdetails/921080/just-veg-carrot-sticks
114177,Aussie Sprouts Sprouts Crunch Combo 200g Punnet,N/A,N/A,/shop/productdetails/114177/aussie-sprouts-sprouts-crunch-combo
315645,Perfection Kumato Grape Tomato 200g Punnet,$4.00,$20.00 / 1KG,/shop/productdetails/315645/perfection-kumato-grape-tomato
133621,Woolworths Green Basil Bunch,N/A,N/A,/shop/productdetails/133621/woolworths-green-basil
137534,Pineapple Naturally Sweet Whole Each,$5.90,$5.90 / 1EA,/shop/productdetails/137534/pineapple-naturally-sweet
136510,Chilli Red Each,$0.60,$0.60 / 1EA,/shop/productdetails/136510/chilli-red
164620,Woolworths Beetroot & Feta Salad Bowl 200g,$6.50,$32.50 / 1KG,/shop/productdetails/164620/woolworths-beetroot-feta-salad-bowl
707366,Woolworths Lemon Thyme Fresh Herb Punnet 10g,$3.20,$3.20 / 10G,/shop/productdetails/707366/woolworths-lemon-thyme-fresh-herb-punnet
164644,Woolworths Asian Salad Bowl 230g,$5.50,$23.91 / 1KG,/shop/productdetails/164644/woolworths-asian-salad-bowl
381923,Kanzi Apple Each,$1.21,$1.21 / 1EA,/shop/productdetails/381923/kanzi-apple
210690,Woolworths Slaw Smokey Bbq Slaw 450g,$4.50,$10.00 / 1KG,/shop/productdetails/210690/woolworths-slaw-smokey-bbq-slaw
338087,Woolworths Asian Salad Kit Tub 250g,$6.50,$26.00 / 1KG,/shop/productdetails/338087/woolworths-asian-salad-kit-tub
